location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,population,cases_per_million,deaths_per_million,vax_per_hundred,cfr
Italy,2021-01-10,7535046,200902,55063,1468,0,60000000,125584.1,917.7,0.0,0.731
Italy,2021-01-17,7733581,198535,56514,1451,0,60000000,128893.0,941.9,0.0,0.731
Italy,2021-01-24,7929916,196335,57949,1435,0,60000000,132165.3,965.8,0.0,0.731
Italy,2021-01-31,8124371,194455,59370,1421,600000,60000000,135406.2,989.5,1.0,0.731
Italy,2021-02-07,8317412,193041,60781,1411,1200000,60000000,138623.5,1013.0,2.0,0.731
Italy,2021-02-14,8509631,192219,62185,1404,1800000,60000000,141827.2,1036.4,3.0,0.731
Italy,2021-02-21,8701731,192100,63589,1404,2400000,60000000,145028.8,1059.8,4.0,0.731
Italy,2021-02-28,8894500,192769,64998,1409,3000000,60000000,148241.7,1083.3,5.0,0.731
Italy,2021-03-07,9088789,194289,66418,1420,3600000,60000000,151479.8,1107.0,6.0,0.731
Italy,2021-03-14,9285484,196695,67855,1437,4200000,60000000,154758.1,1130.9,7.0,0.731
Italy,2021-03-21,9485476,199992,69316,1461,4800000,60000000,158091.3,1155.3,8.0,0.731
Italy,2021-03-28,9689641,204165,70808,1492,5400000,60000000,161494.0,1180.1,9.0,0.731
Italy,2021-04-04,9898806,209165,72337,1529,6000000,60000000,164980.1,1205.6,10.0,0.731
Italy,2021-04-11,10113731,214925,73908,1571,6600000,60000000,168562.2,1231.8,11.0,0.731
Italy,2021-04-18,10335082,221351,75525,1617,7200000,60000000,172251.4,1258.8,12.0,0.731
Italy,2021-04-25,10563418,228336,77194,1669,7800000,60000000,176057.0,1286.6,13.0,0.731
Italy,2021-05-02,10799169,235751,78917,1723,8400000,60000000,179986.2,1315.3,14.0,0.731
Italy,2021-05-09,11042632,243463,80696,1779,9000000,60000000,184043.9,1344.9,15.0,0.731
Italy,2021-05-16,11293957,251325,82532,1836,9600000,60000000,188232.6,1375.5,16.0,0.731
Italy,2021-05-23,11553151,259194,84426,1894,10200000,60000000,192552.5,1407.1,17.0,0.731
Italy,2021-05-30,11820072,266921,86377,1951,10800000,60000000,197001.2,1439.6,18.0,0.731
Italy,2021-06-06,12094439,274367,88382,2005,11400000,60000000,201574.0,1473.0,19.0,0.731
Italy,2021-06-13,12375841,281402,90438,2056,12000000,60000000,206264.0,1507.3,20.0,0.731
Italy,2021-06-20,12663745,287904,92542,2104,12600000,60000000,211062.4,1542.4,21.0,0.731
Italy,2021-06-27,12957516,293771,94689,2147,13200000,60000000,215958.6,1578.1,22.0,0.731
Italy,2021-07-04,13256431,298915,96873,2184,13799999,60000000,220940.5,1614.6,23.0,0.731
Italy,2021-07-11,13559698,303267,99090,2217,14400000,60000000,225995.0,1651.5,24.0,0.731
Italy,2021-07-18,13866480,306782,101331,2241,15000000,60000000,231108.0,1688.8,25.0,0.731
Italy,2021-07-25,14175910,309430,103593,2262,15600000,60000000,236265.2,1726.6,26.0,0.731
Italy,2021-08-01,14487114,311204,105867,2274,16200000,60000000,241451.9,1764.4,27.0,0.731
Italy,2021-08-08,14799233,312119,108148,2281,16800000,60000000,246653.9,1802.5,28.0,0.731
Italy,2021-08-15,15111436,312203,110429,2281,17400000,60000000,251857.3,1840.5,29.0,0.731
Italy,2021-08-22,15422941,311505,112706,2277,18000000,60000000,257049.0,1878.4,30.0,0.731
Italy,2021-08-29,15733027,310086,114972,2266,18600000,60000000,262217.1,1916.2,31.0,0.731
Italy,2021-09-05,16041047,308020,117223,2251,19200000,60000000,267350.8,1953.7,32.0,0.731
Italy,2021-09-12,16346432,305385,119454,2231,19800000,60000000,272440.5,1990.9,33.0,0.731
Italy,2021-09-19,16648704,302272,121663,2209,20400000,60000000,277478.4,2027.7,34.0,0.731
Italy,2021-09-26,16947471,298767,123846,2183,21000000,60000000,282457.9,2064.1,35.0,0.731
Italy,2021-10-03,17242435,294964,126002,2156,21600000,60000000,287373.9,2100.0,36.0,0.731
Italy,2021-10-10,17533379,290944,128128,2126,22200000,60000000,292223.0,2135.5,37.0,0.731
Italy,2021-10-17,17820169,286790,130224,2096,22800000,60000000,297002.8,2170.4,38.0,0.731
Italy,2021-10-24,18102744,282575,132289,2065,23400000,60000000,301712.4,2204.8,39.0,0.731
Italy,2021-10-31,18381102,278358,134323,2034,24000000,60000000,306351.7,2238.7,40.0,0.731
Italy,2021-11-07,18655296,274194,136327,2004,24600000,60000000,310921.6,2272.1,41.0,0.731
Italy,2021-11-14,18925414,270118,138301,1974,25200000,60000000,315423.6,2305.0,42.0,0.731
Italy,2021-11-21,19191573,266159,140246,1945,25800000,60000000,319859.6,2337.4,43.0,0.731
Italy,2021-11-28,19453902,262329,142163,1917,26400000,60000000,324231.7,2369.4,44.0,0.731
Italy,2021-12-05,19712528,258626,144053,1890,27000000,60000000,328542.1,2400.9,45.0,0.731
Italy,2021-12-12,19967572,255044,145916,1863,27599999,60000000,332792.9,2431.9,46.0,0.731
Italy,2021-12-19,20219131,251559,147755,1839,28200000,60000000,336985.5,2462.6,47.0,0.731
Italy,2021-12-26,20467270,248139,149568,1813,28800000,60000000,341121.2,2492.8,48.0,0.731
Italy,2022-01-02,20712021,244751,151357,1789,29400000,60000000,345200.4,2522.6,49.0,0.731
Italy,2022-01-09,20953369,241348,153120,1763,30000000,60000000,349222.8,2552.0,50.0,0.731
Italy,2022-01-16,21191255,237886,154859,1739,30600000,60000000,353187.6,2581.0,51.0,0.731
Italy,2022-01-23,21425572,234317,156571,1712,31200000,60000000,357092.9,2609.5,52.0,0.731
Italy,2022-01-30,21656167,230595,158256,1685,31800000,60000000,360936.1,2637.6,53.0,0.731
Italy,2022-02-06,21882841,226674,159913,1657,32400000,60000000,364714.0,2665.2,54.0,0.731
Italy,2022-02-13,22105355,222514,161539,1626,33000000,60000000,368422.6,2692.3,55.0,0.731
Italy,2022-02-20,22323434,218079,163132,1593,33600000,60000000,372057.2,2718.9,56.0,0.731
Italy,2022-02-27,22536776,213342,164691,1559,34200000,60000000,375612.9,2744.8,57.0,0.731
Italy,2022-03-06,22745057,208281,166213,1522,34800000,60000000,379084.3,2770.2,58.0,0.731
Italy,2022-03-13,22947939,202882,167696,1483,35400000,60000000,382465.6,2794.9,59.0,0.731
Italy,2022-03-20,23145080,197141,169137,1441,36000000,60000000,385751.3,2819.0,60.0,0.731
Italy,2022-03-27,23336144,191064,170533,1396,36600000,60000000,388935.7,2842.2,61.0,0.731
Italy,2022-04-03,23520802,184658,171882,1349,37200000,60000000,392013.4,2864.7,62.0,0.731
Italy,2022-04-10,23698751,177949,173183,1301,37800000,60000000,394979.2,2886.4,63.0,0.731
Italy,2022-04-17,23869711,170960,174432,1249,38400000,60000000,397828.5,2907.2,64.0,0.731
Italy,2022-04-24,24033436,163725,175628,1196,39000000,60000000,400557.3,2927.1,65.0,0.731
Italy,2022-05-01,24189720,156284,176771,1143,39600000,60000000,403162.0,2946.2,66.0,0.731
Italy,2022-05-08,24338400,148680,177857,1086,40200000,60000000,405640.0,2964.3,67.0,0.731
Italy,2022-05-15,24479358,140958,178887,1030,40800000,60000000,407989.3,2981.5,68.0,0.731
Italy,2022-05-22,24612525,133167,179860,973,41400000,60000000,410208.8,2997.7,69.0,0.731
Italy,2022-05-29,24737880,125355,180776,916,42000000,60000000,412298.0,3012.9,70.0,0.731
Italy,2022-06-05,24855453,117573,181636,860,42600000,60000000,414257.6,3027.3,71.0,0.731
Italy,2022-06-12,24965321,109868,182438,802,43200000,60000000,416088.7,3040.6,72.0,0.731
Italy,2022-06-19,25067604,102283,183186,748,43800000,60000000,417793.4,3053.1,73.0,0.731
Italy,2022-06-26,25162469,94865,183879,693,44400000,60000000,419374.5,3064.6,74.0,0.731
Italy,2022-07-03,25250119,87650,184520,641,45000000,60000000,420835.3,3075.3,75.0,0.731
Italy,2022-07-10,25330792,80673,185109,589,45600000,60000000,422179.9,3085.2,76.0,0.731
Italy,2022-07-17,25404759,73967,185650,541,46200000,60000000,423412.6,3094.2,77.0,0.731
Italy,2022-07-24,25472314,67555,186143,493,46800000,60000000,424538.6,3102.4,78.0,0.731
Italy,2022-07-31,25533773,61459,186592,449,47400000,60000000,425562.9,3109.9,79.0,0.731
Italy,2022-08-07,25589468,55695,186999,407,48000000,60000000,426491.1,3116.6,80.0,0.731
Italy,2022-08-14,25639741,50273,187367,368,48000000,60000000,427329.0,3122.8,80.0,0.731
Italy,2022-08-21,25684943,45202,187697,330,48000000,60000000,428082.4,3128.3,80.0,0.731
Italy,2022-08-28,25725425,40482,187993,296,48000000,60000000,428757.1,3133.2,80.0,0.731
Italy,2022-09-04,25761536,36111,188257,264,48000000,60000000,429358.9,3137.6,80.0,0.731
Italy,2022-09-11,25793621,32085,188491,234,48000000,60000000,429893.7,3141.5,80.0,0.731
Italy,2022-09-18,25822016,28395,188699,208,48000000,60000000,430366.9,3145.0,80.0,0.731
Italy,2022-09-25,25847046,25030,188882,183,48000000,60000000,430784.1,3148.0,80.0,0.731
Italy,2022-10-02,25869023,21977,189042,160,48000000,60000000,431150.4,3150.7,80.0,0.731
Italy,2022-10-09,25888241,19218,189183,141,48000000,60000000,431470.7,3153.0,80.0,0.731
Italy,2022-10-16,25904980,16739,189305,122,48000000,60000000,431749.7,3155.1,80.0,0.731
Italy,2022-10-23,25919503,14523,189411,106,48000000,60000000,431991.7,3156.8,80.0,0.731
Italy,2022-10-30,25932052,12549,189503,92,48000000,60000000,432200.9,3158.4,80.0,0.731
Italy,2022-11-06,25942852,10800,189582,79,48000000,60000000,432380.9,3159.7,80.0,0.731
Italy,2022-11-13,25952111,9259,189650,68,48000000,60000000,432535.2,3160.8,80.0,0.731
Italy,2022-11-20,25960016,7905,189707,57,48000000,60000000,432666.9,3161.8,80.0,0.731
Italy,2022-11-27,25966739,6723,189756,49,48000000,60000000,432779.0,3162.6,80.0,0.731
Italy,2022-12-04,25972433,5694,189798,42,48000000,60000000,432873.9,3163.3,80.0,0.731
Italy,2022-12-11,25977237,4804,189833,35,48000000,60000000,432954.0,3163.9,80.0,0.731
Italy,2022-12-18,25981274,4037,189863,30,48000000,60000000,433021.2,3164.4,80.0,0.731
Italy,2022-12-25,25984652,3378,189887,24,48000000,60000000,433077.5,3164.8,80.0,0.731
Italy,2023-01-01,25987468,2816,189908,21,48000000,60000000,433124.5,3165.1,80.0,0.731
Italy,2023-01-08,25989807,2339,189925,17,48000000,60000000,433163.4,3165.4,80.0,0.731
Italy,2023-01-15,25991740,1933,189939,14,48000000,60000000,433195.7,3165.6,80.0,0.731
Italy,2023-01-22,25993333,1593,189951,12,48000000,60000000,433222.2,3165.8,80.0,0.731
Italy,2023-01-29,25994639,1306,189960,9,48000000,60000000,433244.0,3166.0,80.0,0.731
Italy,2023-02-05,25995707,1068,189968,8,48000000,60000000,433261.8,3166.1,80.0,0.731
Italy,2023-02-12,25996576,869,189974,6,48000000,60000000,433276.3,3166.2,80.0,0.731
Italy,2023-02-19,25997280,704,189980,6,48000000,60000000,433288.0,3166.3,80.0,0.731
Italy,2023-02-26,25997849,569,189984,4,48000000,60000000,433297.5,3166.4,80.0,0.731
Italy,2023-03-05,25998306,457,189987,3,48000000,60000000,433305.1,3166.4,80.0,0.731
Italy,2023-03-12,25998672,366,189990,3,48000000,60000000,433311.2,3166.5,80.0,0.731
Italy,2023-03-19,25998964,292,189992,2,48000000,60000000,433316.1,3166.5,80.0,0.731
Italy,2023-03-26,25999196,232,189994,2,48000000,60000000,433319.9,3166.6,80.0,0.731
Italy,2023-04-02,25999380,184,189995,1,48000000,60000000,433323.0,3166.6,80.0,0.731
Italy,2023-04-09,25999525,145,189996,1,48000000,60000000,433325.4,3166.6,80.0,0.731
Italy,2023-04-16,25999638,113,189997,1,48000000,60000000,433327.3,3166.6,80.0,0.731
Italy,2023-04-23,25999727,89,189998,1,48000000,60000000,433328.8,3166.6,80.0,0.731
Italy,2023-04-30,25999796,69,189998,0,48000000,60000000,433329.9,3166.6,80.0,0.731
Italy,2023-05-07,25999850,54,189998,0,48000000,60000000,433330.8,3166.6,80.0,0.731
Italy,2023-05-14,25999891,41,189999,1,48000000,60000000,433331.5,3166.6,80.0,0.731
Italy,2023-05-21,25999923,32,189999,0,48000000,60000000,433332.0,3166.6,80.0,0.731
Italy,2023-05-28,25999948,25,189999,0,48000000,60000000,433332.5,3166.6,80.0,0.731
Italy,2023-06-04,25999966,18,189999,0,48000000,60000000,433332.8,3166.6,80.0,0.731
Italy,2023-06-11,25999981,15,189999,0,48000000,60000000,433333.0,3166.6,80.0,0.731
Italy,2023-06-18,25999991,10,189999,0,48000000,60000000,433333.2,3166.6,80.0,0.731
Italy,2023-06-25,26000000,9,190000,1,48000000,60000000,433333.3,3166.7,80.0,0.731
Spain,2020-01-05,18998,18998,175,175,0,47000000,404.2,3.7,0.0,0.921
Spain,2020-01-12,40983,21985,378,203,0,47000000,872.0,8.0,0.0,0.922
Spain,2020-01-19,66175,25192,610,232,0,47000000,1408.0,13.0,0.0,0.922
Spain,2020-01-26,94760,28585,874,264,0,47000000,2016.2,18.6,0.0,0.922
Spain,2020-02-02,126883,32123,1171,297,0,47000000,2699.6,24.9,0.0,0.923
Spain,2020-02-09,162634,35751,1501,330,0,47000000,3460.3,31.9,0.0,0.923
Spain,2020-02-16,202041,39407,1865,364,0,47000000,4298.7,39.7,0.0,0.923
Spain,2020-02-23,245069,43028,2262,397,0,47000000,5214.2,48.1,0.0,0.923
Spain,2020-03-01,291611,46542,2691,429,0,47000000,6204.5,57.3,0.0,0.923
Spain,2020-03-08,341489,49878,3152,461,0,47000000,7265.7,67.1,0.0,0.923
Spain,2020-03-15,394459,52970,3641,489,0,47000000,8392.7,77.5,0.0,0.923
Spain,2020-03-22,450214,55755,4155,514,0,47000000,9579.0,88.4,0.0,0.923
Spain,2020-03-29,508397,58183,4692,537,0,47000000,10817.0,99.8,0.0,0.923
Spain,2020-04-05,568610,60213,5248,556,0,47000000,12098.1,111.7,0.0,0.923
Spain,2020-04-12,630432,61822,5819,571,0,47000000,13413.4,123.8,0.0,0.923
Spain,2020-04-19,693433,63001,6400,581,0,47000000,14753.9,136.2,0.0,0.923
Spain,2020-04-26,757194,63761,6989,589,0,47000000,16110.5,148.7,0.0,0.923
Spain,2020-05-03,821325,64131,7581,592,0,47000000,17475.0,161.3,0.0,0.923
Spain,2020-05-10,885480,64155,8173,592,0,47000000,18840.0,173.9,0.0,0.923
Spain,2020-05-17,949375,63895,8763,590,0,47000000,20199.5,186.4,0.0,0.923
Spain,2020-05-24,1012799,63424,9348,585,0,47000000,21548.9,198.9,0.0,0.923
Spain,2020-05-31,1075623,62824,9928,580,0,47000000,22885.6,211.2,0.0,0.923
Spain,2020-06-07,1137808,62185,10502,574,0,47000000,24208.7,223.4,0.0,0.923
Spain,2020-06-14,1199404,61596,11071,569,0,47000000,25519.2,235.6,0.0,0.923
Spain,2020-06-21,1260547,61143,11635,564,0,47000000,26820.1,247.6,0.0,0.923
Spain,2020-06-28,1321456,60909,12198,563,0,47000000,28116.1,259.5,0.0,0.923
Spain,2020-07-05,1382418,60962,12760,562,0,47000000,29413.1,271.5,0.0,0.923
Spain,2020-07-12,1443778,61360,13327,567,0,47000000,30718.7,283.6,0.0,0.923
Spain,2020-07-19,1505921,62143,13900,573,0,47000000,32040.9,295.7,0.0,0.923
Spain,2020-07-26,1569257,63336,14485,585,0,47000000,33388.4,308.2,0.0,0.923
Spain,2020-08-02,1634201,64944,15084,599,0,47000000,34770.2,320.9,0.0,0.923
Spain,2020-08-09,1701155,66954,15702,618,0,47000000,36194.8,334.1,0.0,0.923
Spain,2020-08-16,1770492,69337,16343,641,0,47000000,37670.0,347.7,0.0,0.923
Spain,2020-08-23,1842538,72046,17008,665,0,47000000,39202.9,361.9,0.0,0.923
Spain,2020-08-30,1917563,75025,17700,692,0,47000000,40799.2,376.6,0.0,0.923
Spain,2020-09-06,1995764,78201,18422,722,0,47000000,42463.1,392.0,0.0,0.923
Spain,2020-09-13,2077263,81499,19174,752,0,47000000,44197.1,408.0,0.0,0.923
Spain,2020-09-20,2162097,84834,19957,783,0,47000000,46002.1,424.6,0.0,0.923
Spain,2020-09-27,2250221,88124,20771,814,0,47000000,47877.0,441.9,0.0,0.923
Spain,2020-10-04,2341509,91288,21613,842,0,47000000,49819.3,459.9,0.0,0.923
Spain,2020-10-11,2435755,94246,22483,870,0,47000000,51824.6,478.4,0.0,0.923
Spain,2020-10-18,2532687,96932,23378,895,0,47000000,53887.0,497.4,0.0,0.923
Spain,2020-10-25,2631973,99286,24295,917,0,47000000,55999.4,516.9,0.0,0.923
Spain,2020-11-01,2733236,101263,25229,934,0,47000000,58154.0,536.8,0.0,0.923
Spain,2020-11-08,2836063,102827,26179,950,0,47000000,60341.8,557.0,0.0,0.923
Spain,2020-11-15,2940030,103967,27138,959,0,47000000,62553.8,577.4,0.0,0.923
Spain,2020-11-22,3044704,104674,28104,966,0,47000000,64780.9,598.0,0.0,0.923
Spain,2020-11-29,3149672,104968,29073,969,0,47000000,67014.3,618.6,0.0,0.923
Spain,2020-12-06,3254546,104874,30041,968,0,47000000,69245.7,639.2,0.0,0.923
Spain,2020-12-13,3358981,104435,31005,964,0,47000000,71467.7,659.7,0.0,0.923
Spain,2020-12-20,3462686,103705,31963,958,0,47000000,73674.2,680.1,0.0,0.923
Spain,2020-12-27,3565434,102748,32911,948,0,47000000,75860.3,700.2,0.0,0.923
Spain,2021-01-03,3667072,101638,33849,938,0,47000000,78022.8,720.2,0.0,0.923
Spain,2021-01-10,3767523,100451,34777,928,0,47000000,80160.1,739.9,0.0,0.923
Spain,2021-01-17,3866790,99267,35693,916,0,47000000,82272.1,759.4,0.0,0.923
Spain,2021-01-24,3964958,98168,36599,906,0,47000000,84360.8,778.7,0.0,0.923
Spain,2021-01-31,4062185,97227,37497,898,481750,47000000,86429.5,797.8,1.03,0.923
Spain,2021-02-07,4158706,96521,38388,891,963500,47000000,88483.1,816.8,2.05,0.923
Spain,2021-02-14,4254815,96109,39275,887,1445249,47000000,90528.0,835.6,3.07,0.923
Spain,2021-02-21,4350865,96050,40161,886,1927000,47000000,92571.6,854.5,4.1,0.923
Spain,2021-02-28,4447250,96385,41051,890,2408750,47000000,94622.3,873.4,5.12,0.923
Spain,2021-03-07,4544394,97144,41948,897,2890499,47000000,96689.2,892.5,6.15,0.923
Spain,2021-03-14,4642742,98348,42856,908,3372249,47000000,98781.7,911.8,7.17,0.923
Spain,2021-03-21,4742738,99996,43779,923,3854000,47000000,100909.3,931.5,8.2,0.923
Spain,2021-03-28,4844820,102082,44721,942,4335750,47000000,103081.3,951.5,9.22,0.923
Spain,2021-04-04,4949403,104583,45686,965,4817500,47000000,105306.4,972.0,10.25,0.923
Spain,2021-04-11,5056865,107462,46678,992,5299250,47000000,107592.9,993.1,11.28,0.923
Spain,2021-04-18,5167541,110676,47700,1022,5780999,47000000,109947.7,1014.9,12.3,0.923
Spain,2021-04-25,5281709,114168,48754,1054,6262750,47000000,112376.8,1037.3,13.32,0.923
Spain,2021-05-02,5399584,117875,49842,1088,6744499,47000000,114884.8,1060.5,14.35,0.923
Spain,2021-05-09,5521316,121732,50965,1123,7226250,47000000,117474.8,1084.4,15.38,0.923
Spain,2021-05-16,5646978,125662,52125,1160,7708000,47000000,120148.5,1109.0,16.4,0.923
Spain,2021-05-23,5776575,129597,53322,1197,8189749,47000000,122905.9,1134.5,17.42,0.923
Spain,2021-05-30,5910036,133461,54554,1232,8671500,47000000,125745.4,1160.7,18.45,0.923
Spain,2021-06-06,6047219,137183,55820,1266,9153249,47000000,128664.2,1187.7,19.47,0.923
Spain,2021-06-13,6187920,140701,57119,1299,9635000,47000000,131657.9,1215.3,20.5,0.923
Spain,2021-06-20,6331872,143952,58448,1329,10116750,47000000,134720.7,1243.6,21.52,0.923
Spain,2021-06-27,6478758,146886,59803,1355,10598500,47000000,137845.9,1272.4,22.55,0.923
Spain,2021-07-04,6628215,149457,61183,1380,11080249,47000000,141025.9,1301.8,23.57,0.923
Spain,2021-07-11,6779849,151634,62583,1400,11561999,47000000,144252.1,1331.6,24.6,0.923
Spain,2021-07-18,6933240,153391,63999,1416,12043749,47000000,147515.7,1361.7,25.62,0.923
Spain,2021-07-25,7087955,154715,65427,1428,12525500,47000000,150807.6,1392.1,26.65,0.923
Spain,2021-08-01,7243557,155602,66863,1436,13007250,47000000,154118.2,1422.6,27.68,0.923
Spain,2021-08-08,7399616,156059,68304,1441,13488999,47000000,157438.6,1453.3,28.7,0.923
Spain,2021-08-15,7555718,156102,69745,1441,13970749,47000000,160760.0,1483.9,29.72,0.923
Spain,2021-08-22,7711470,155752,71182,1437,14452500,47000000,164073.8,1514.5,30.75,0.923
Spain,2021-08-29,7866513,155043,72613,1431,14934249,47000000,167372.6,1545.0,31.77,0.923
Spain,2021-09-05,8020523,154010,74035,1422,15416000,47000000,170649.4,1575.2,32.8,0.923
Spain,2021-09-12,8173216,152693,75445,1410,15897749,47000000,173898.2,1605.2,33.82,0.923
Spain,2021-09-19,8324352,151136,76840,1395,16379499,47000000,177113.9,1634.9,34.85,0.923
Spain,2021-09-26,8473735,149383,78219,1379,16861249,47000000,180292.2,1664.2,35.87,0.923
Spain,2021-10-03,8621217,147482,79580,1361,17343000,47000000,183430.1,1693.2,36.9,0.923
Spain,2021-10-10,8766689,145472,80923,1343,17824750,47000000,186525.3,1721.8,37.92,0.923
Spain,2021-10-17,8910084,143395,82246,1323,18306499,47000000,189576.3,1749.9,38.95,0.923
Spain,2021-10-24,9051372,141288,83551,1305,18788250,47000000,192582.4,1777.7,39.98,0.923
Spain,2021-10-31,9190551,139179,84835,1284,19270000,47000000,195543.6,1805.0,41.0,0.923
Spain,2021-11-07,9327648,137097,86101,1266,19751749,47000000,198460.6,1831.9,42.02,0.923
Spain,2021-11-14,9462707,135059,87348,1247,20233500,47000000,201334.2,1858.5,43.05,0.923
Spain,2021-11-21,9595786,133079,88576,1228,20715250,47000000,204165.7,1884.6,44.08,0.923
Spain,2021-11-28,9726951,131165,89787,1211,21197000,47000000,206956.4,1910.4,45.1,0.923
Spain,2021-12-05,9856264,129313,90980,1193,21678750,47000000,209707.7,1935.7,46.12,0.923
Spain,2021-12-12,9983786,127522,92158,1178,22160499,47000000,212421.0,1960.8,47.15,0.923
Spain,2021-12-19,10109565,125779,93319,1161,22642250,47000000,215097.1,1985.5,48.18,0.923
Spain,2021-12-26,10233635,124070,94464,1145,23123999,47000000,217736.9,2009.9,49.2,0.923
Spain,2022-01-02,10356010,122375,95593,1129,23605750,47000000,220340.6,2033.9,50.22,0.923
Spain,2022-01-09,10476684,120674,96707,1114,24087499,47000000,222908.2,2057.6,51.25,0.923
Spain,2022-01-16,10595627,118943,97805,1098,24569249,47000000,225438.9,2081.0,52.27,0.923
Spain,2022-01-23,10712786,117159,98887,1082,25051000,47000000,227931.6,2104.0,53.3,0.923
Spain,2022-01-30,10828083,115297,99951,1064,25532749,47000000,230384.7,2126.6,54.32,0.923
Spain,2022-02-06,10941420,113337,100997,1046,26014500,47000000,232796.2,2148.9,55.35,0.923
Spain,2022-02-13,11052677,111257,102024,1027,26496250,47000000,235163.3,2170.7,56.38,0.923
Spain,2022-02-20,11161717,109040,103031,1007,26977999,47000000,237483.3,2192.1,57.4,0.923
Spain,2022-02-27,11268388,106671,104015,984,27459749,47000000,239752.9,2213.1,58.42,0.923
Spain,2022-03-06,11372528,104140,104977,962,27941499,47000000,241968.7,2233.6,59.45,0.923
Spain,2022-03-13,11473969,101441,105913,936,28423250,47000000,244127.0,2253.5,60.48,0.923
Spain,2022-03-20,11572540,98571,106823,910,28905000,47000000,246224.3,2272.8,61.5,0.923
Spain,2022-03-27,11668072,95532,107705,882,29386750,47000000,248256.9,2291.6,62.52,0.923
Spain,2022-04-03,11760401,92329,108557,852,29868499,47000000,250221.3,2309.7,63.55,0.923
Spain,2022-04-10,11849375,88974,109378,821,30350249,47000000,252114.4,2327.2,64.57,0.923
Spain,2022-04-17,11934855,85480,110167,789,30832000,47000000,253933.1,2344.0,65.6,0.923
Spain,2022-04-24,12016718,81863,110923,756,31313750,47000000,255674.9,2360.1,66.62,0.923
Spain,2022-05-01,12094860,78142,111644,721,31795499,47000000,257337.4,2375.4,67.65,0.923
Spain,2022-05-08,12169200,74340,112331,687,32277250,47000000,258919.1,2390.0,68.68,0.923
Spain,2022-05-15,12239679,70479,112981,650,32758999,47000000,260418.7,2403.9,69.7,0.923
Spain,2022-05-22,12306262,66583,113596,615,33240750,47000000,261835.4,2416.9,70.73,0.923
Spain,2022-05-29,12368940,62678,114174,578,33722499,47000000,263168.9,2429.2,71.75,0.923
Spain,2022-06-05,12427726,58786,114717,543,34204249,47000000,264419.7,2440.8,72.77,0.923
Spain,2022-06-12,12482660,54934,115224,507,34686000,47000000,265588.5,2451.6,73.8,0.923
Spain,2022-06-19,12533802,51142,115696,472,35167750,47000000,266676.6,2461.6,74.82,0.923
Spain,2022-06-26,12581234,47432,116134,438,35649500,47000000,267685.8,2470.9,75.85,0.923
Spain,2022-07-03,12625059,43825,116539,405,36131250,47000000,268618.3,2479.6,76.88,0.923
Spain,2022-07-10,12665396,40337,116911,372,36612999,47000000,269476.5,2487.5,77.9,0.923
Spain,2022-07-17,12702379,36983,117252,341,37094750,47000000,270263.4,2494.7,78.92,0.923
Spain,2022-07-24,12736157,33778,117564,312,37576500,47000000,270982.1,2501.4,79.95,0.923
Spain,2022-07-31,12766886,30729,117848,284,38058250,47000000,271635.9,2507.4,80.97,0.923
Spain,2022-08-07,12794734,27848,118105,257,38540000,47000000,272228.4,2512.9,82.0,0.923
Spain,2022-08-14,12819870,25136,118337,232,38540000,47000000,272763.2,2517.8,82.0,0.923
Spain,2022-08-21,12842471,22601,118545,208,38540000,47000000,273244.1,2522.2,82.0,0.923
Spain,2022-08-28,12862712,20241,118732,187,38540000,47000000,273674.7,2526.2,82.0,0.923
Spain,2022-09-04,12880768,18056,118899,167,38540000,47000000,274058.9,2529.8,82.0,0.923
Spain,2022-09-11,12896810,16042,119047,148,38540000,47000000,274400.2,2532.9,82.0,0.923
Spain,2022-09-18,12911008,14198,119178,131,38540000,47000000,274702.3,2535.7,82.0,0.923
Spain,2022-09-25,12923523,12515,119294,116,38540000,47000000,274968.6,2538.2,82.0,0.923
Spain,2022-10-02,12934511,10988,119395,101,38540000,47000000,275202.4,2540.3,82.0,0.923
Spain,2022-10-09,12944120,9609,119484,89,38540000,47000000,275406.8,2542.2,82.0,0.923
Spain,2022-10-16,12952490,8370,119561,77,38540000,47000000,275584.9,2543.9,82.0,0.923
Spain,2022-10-23,12959751,7261,119628,67,38540000,47000000,275739.4,2545.3,82.0,0.923
Spain,2022-10-30,12966026,6275,119686,58,38540000,47000000,275872.9,2546.5,82.0,0.923
Spain,2022-11-06,12971426,5400,119736,50,38540000,47000000,275987.8,2547.6,82.0,0.923
Spain,2022-11-13,12976055,4629,119778,42,38540000,47000000,276086.3,2548.5,82.0,0.923
Spain,2022-11-20,12980008,3953,119815,37,38540000,47000000,276170.4,2549.3,82.0,0.923
Spain,2022-11-27,12983369,3361,119846,31,38540000,47000000,276241.9,2549.9,82.0,0.923
Spain,2022-12-04,12986216,2847,119872,26,38540000,47000000,276302.5,2550.5,82.0,0.923
Spain,2022-12-11,12988618,2402,119894,22,38540000,47000000,276353.6,2550.9,82.0,0.923
Spain,2022-12-18,12990637,2019,119913,19,38540000,47000000,276396.5,2551.3,82.0,0.923
Spain,2022-12-25,12992326,1689,119929,16,38540000,47000000,276432.5,2551.7,82.0,0.923
Spain,2023-01-01,12993734,1408,119942,13,38540000,47000000,276462.4,2552.0,82.0,0.923
